loan_amnt,int_rate,fico_score,annual_inc,dti,emp_length,home_ownership,purpose,term,grade,loan_status,issue_date,installment,issue_year,issue_month,issue_quarter,term_months,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_major_purchase,purpose_other,purpose_small_business,loan_to_income,payment_to_income,fico_category,is_default
11292.0,15.69,589,49587,6.65,2,MORTGAGE,home_improvement,36 months,G,Charged Off,,395.27,,,,36.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.22772097525561136,0.09565490955290701,Fair,1
11274.0,15.41,813,20000,31.19,9,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,,393.08,,,,36.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.5637,0.235848,Exceptional,0
16935.0,6.74,643,26717,16.86,7,MORTGAGE,debt_consolidation,36 months,F,Fully Paid,,520.89,,,,36.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.6338660777781937,0.2339589025713965,Fair,0
1000.0,10.14,788,45158,15.03,6,RENT,credit_card,60 months,B,Fully Paid,,25.1082,,,,60.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,0.02214447052570973,0.005665441339297577,Very Good,0
1200.0,15.29,761,20000,11.59,8,RENT,debt_consolidation,36 months,C,Fully Paid,,41.77,,,,36.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.06,0.025062,Very Good,0
10501.0,12.17,700,93756,6.75,7,RENT,debt_consolidation,60 months,E,Fully Paid,,234.49,,,,60.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0.11200349844276633,0.030012799180852427,Good,0
6897.0,7.71,709,22905,13.44,7,OWN,credit_card,36 months,D,Fully Paid,,215.21,,,,36.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.3011132940406025,0.11274918140144073,Good,0
17513.0,13.83,686,96837,22.8,1,OWN,debt_consolidation,36 months,F,Fully Paid,,597.11,,,,36.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.18085029482532503,0.07399361814182595,Good,0
7735.0,9.14,635,91057,14.87,6,MORTGAGE,credit_card,36 months,G,Fully Paid,,246.48,,,,36.0,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.08494679157011542,0.03248251095467674,Fair,0
3701.0,19.18,725,40921,19.88,8,RENT,credit_card,36 months,C,Fully Paid,,136.0,,,,36.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0.09044256005473962,0.03988172332054447,Good,0
26725.0,18.18,726,120618,29.13,6,MORTGAGE,other,36 months,C,Charged Off,,968.59,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.22156726193437132,0.09636273193055762,Good,1
13193.0,14.42,796,100733,10.36,0,RENT,small_business,60 months,B,Fully Paid,,309.86,,,,60.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0.1309699899734943,0.03691263041902852,Very Good,0
15540.0,17.44,783,48229,17.42,2,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,,557.45,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.3222127765452321,0.13870078168736652,Very Good,0
3602.0,12.26,755,44567,23.04,10,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,,120.09,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.0808221329683398,0.03233513586285817,Very Good,0
10644.0,15.06,702,129063,7.54,7,RENT,other,60 months,D,Fully Paid,,253.56,,,,60.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.08247135120057646,0.02357546314590549,Good,0
15887.0,17.91,738,70432,16.42,7,MORTGAGE,credit_card,36 months,C,Fully Paid,,573.64,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.2255650840527033,0.09773512039981827,Good,0
5792.0,12.98,726,124403,29.98,7,RENT,home_improvement,36 months,D,Fully Paid,,195.1,,,,36.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.04655836274044838,0.01881948184529312,Good,0
18005.0,10.98,675,20000,12.28,1,MORTGAGE,credit_card,60 months,E,Fully Paid,,391.29,,,,60.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.90025,0.234774,Good,0
10194.0,5.18,706,64147,23.55,0,RENT,home_improvement,36 months,E,Fully Paid,,306.35,,,,36.0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0.15891623926294293,0.05730899340577112,Good,0
12666.0,11.67,807,20000,13.87,4,MORTGAGE,debt_consolidation,60 months,A,Fully Paid,,279.64,,,,60.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.6333,0.167784,Exceptional,0
10186.0,15.29,707,58802,29.4,4,MORTGAGE,home_improvement,36 months,E,Fully Paid,,354.55,,,,36.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.17322540049658175,0.07235468181354376,Good,0
29818.0,15.78,717,98683,1.84,8,RENT,small_business,36 months,C,Fully Paid,,1045.08,,,,36.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,0.3021594398224618,0.12708328688831916,Good,0
14892.0,14.02,680,200000,15.52,2,OWN,debt_consolidation,36 months,F,Fully Paid,,509.12,,,,36.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.07446,0.030547200000000004,Good,0
6538.0,9.83,673,31047,3.17,3,OWN,debt_consolidation,60 months,F,Fully Paid,,138.37,,,,60.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.21058395336103328,0.05348149579669533,Good,0
21580.0,5.0,741,41440,9.39,1,MORTGAGE,credit_card,36 months,C,Fully Paid,,646.77,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.5207528957528957,0.18728861003861003,Very Good,0
5233.0,10.02,699,56001,9.35,4,MORTGAGE,small_business,36 months,D,Fully Paid,,168.9,,,,36.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.09344475991500152,0.03619221085337762,Good,0
16670.0,10.78,706,30267,12.86,3,OWN,other,36 months,E,Fully Paid,,544.02,,,,36.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.5507648594178478,0.21568837347606304,Good,0
1000.0,10.75,760,118775,5.49,3,MORTGAGE,credit_card,60 months,B,Fully Paid,,25.1082,,,,60.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.008419280151547043,0.002184298042517365,Very Good,0
4374.0,14.47,739,57007,14.43,3,RENT,credit_card,36 months,C,Fully Paid,,150.49,,,,36.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0.07672741943971793,0.03167821495605803,Good,0
16574.0,19.94,780,65210,18.68,2,RENT,small_business,60 months,B,Fully Paid,,438.56,,,,60.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0.25416347186014415,0.08070418647446712,Very Good,0
20907.0,12.49,777,92422,2.74,3,MORTGAGE,debt_consolidation,60 months,A,Fully Paid,,470.26,,,,60.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.226212373677263,0.06105818960853476,Very Good,0
16370.0,11.13,706,56942,9.92,5,MORTGAGE,major_purchase,36 months,D,Fully Paid,,536.94,,,,36.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.28748551157317975,0.11315514031821855,Good,0
14074.0,10.96,721,33783,33.41,4,OWN,debt_consolidation,60 months,C,Fully Paid,,305.72,,,,60.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.4166000651215108,0.10859426338691058,Good,0
12591.0,12.5,738,57290,17.63,1,MORTGAGE,credit_card,60 months,B,Fully Paid,,283.27,,,,60.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.2197765753185547,0.05933391516844126,Good,0
3171.0,8.69,811,32881,0.46,4,MORTGAGE,other,60 months,B,Fully Paid,,65.35,,,,60.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.096438672789757,0.023849639609500924,Exceptional,0
9241.0,12.48,756,64575,3.8,8,RENT,credit_card,36 months,B,Fully Paid,,309.06,,,,36.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,0.14310491676345335,0.05743275261324042,Very Good,0
11314.0,13.8,782,120313,16.81,1,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,,262.09,,,,60.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.09403805075095792,0.026140816038167113,Very Good,0
23456.0,12.84,661,26305,15.81,9,MORTGAGE,small_business,36 months,G,Fully Paid,,788.52,,,,36.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.8916935943736932,0.35971260216688844,Fair,0
17748.0,13.83,637,20482,10.3,3,RENT,credit_card,36 months,F,Fully Paid,,605.12,,,,36.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.8665169417049117,0.35452787813690073,Fair,0
1000.0,13.73,654,61974,32.55,0,MORTGAGE,debt_consolidation,60 months,E,Fully Paid,,25.1082,,,,60.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.01613579888340272,0.0044786523380772585,Fair,0
17592.0,5.0,835,34980,33.41,3,RENT,debt_consolidation,36 months,A,Fully Paid,,527.25,,,,36.0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,0.5029159519725558,0.18087478559176673,Exceptional,0
11919.0,14.55,661,61219,12.88,1,MORTGAGE,debt_consolidation,60 months,E,Fully Paid,,280.74,,,,60.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.19469445760303175,0.05502997435436711,Fair,0
9584.0,9.32,701,74927,21.98,6,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,,306.2,,,,36.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.1279111668690859,0.049039732005818994,Good,0
19893.0,7.62,638,20000,22.39,3,RENT,credit_card,36 months,F,Fully Paid,,619.89,,,,36.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.99465,0.371934,Fair,0
23247.0,7.58,743,97041,23.45,8,MORTGAGE,credit_card,36 months,C,Charged Off,,723.98,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.23955853711317895,0.08952669490215476,Very Good,1
22450.0,13.73,703,26402,9.88,7,RENT,major_purchase,36 months,C,Fully Paid,,764.35,,,,36.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.8503143701234755,0.3474054995833649,Good,0
8286.0,11.11,752,58944,30.52,5,RENT,credit_card,60 months,C,Fully Paid,,180.61,,,,60.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0.14057410423452768,0.03676913680781759,Very Good,0
12526.0,5.27,749,37738,14.45,6,RENT,debt_consolidation,36 months,C,Fully Paid,,376.94,,,,36.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.33192008055540834,0.11986008797498542,Very Good,0
17650.0,13.91,787,40685,18.38,6,RENT,debt_consolidation,36 months,B,Fully Paid,,602.46,,,,36.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.4338208184834706,0.17769497357748557,Very Good,0
22804.0,6.24,786,195980,15.02,3,OWN,debt_consolidation,36 months,B,Charged Off,,696.22,,,,36.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.1163588121236861,0.04263006429227472,Very Good,1
11166.0,12.56,719,74868,13.88,1,MORTGAGE,other,36 months,D,Fully Paid,,373.86,,,,36.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.14914249078377945,0.059923064593684884,Good,0
13514.0,12.95,643,112789,17.23,4,RENT,debt_consolidation,36 months,F,Fully Paid,,455.01,,,,36.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0.11981664878667246,0.048410039986168864,Fair,0
6149.0,15.54,711,66546,5.51,1,OWN,debt_consolidation,36 months,D,Fully Paid,,214.79,,,,36.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0924022480690049,0.03873230547290596,Good,0
5430.0,19.13,666,92411,0.0,3,MORTGAGE,home_improvement,36 months,E,Fully Paid,,199.4,,,,36.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.05875923861877915,0.025893021393557047,Fair,0
21500.0,6.54,743,80190,13.29,6,RENT,other,60 months,C,Fully Paid,,421.08,,,,60.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0.26811323107619406,0.06301234567901234,Very Good,0
25849.0,11.79,724,71547,7.96,5,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,,855.97,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.3612869861769187,0.14356492934714243,Good,0
14423.0,10.89,622,129963,19.38,1,MORTGAGE,debt_consolidation,36 months,G,Charged Off,,471.44,,,,36.0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.11097773981825597,0.04352992774866692,Fair,1
23028.0,13.73,611,66806,18.47,0,MORTGAGE,debt_consolidation,60 months,G,Charged Off,,532.6,,,,60.0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0.34469957788222616,0.09566805376762567,Fair,1
17893.0,12.86,723,200000,15.11,1,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,,601.68,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.089465,0.0361008,Good,0
9839.0,10.59,791,117286,26.85,0,RENT,debt_consolidation,60 months,B,Fully Paid,,211.92,,,,60.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.0838889552035196,0.02168238323414559,Very Good,0
17891.0,10.24,785,26965,14.95,4,OWN,credit_card,36 months,B,Charged Off,,579.31,,,,36.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.663489708881884,0.25780530317077693,Very Good,1
27304.0,7.53,711,52913,3.33,4,RENT,home_improvement,36 months,D,Fully Paid,,849.7,,,,36.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5160168578610171,0.19270122654168165,Good,0
14713.0,15.95,735,79059,13.21,2,MORTGAGE,debt_consolidation,36 months,B,Charged Off,,516.9,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.18610151911863293,0.07845786058513261,Good,1
27517.0,13.84,602,61768,24.37,2,OWN,credit_card,36 months,G,Fully Paid,,938.33,,,,36.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.4454895738893926,0.18229439191814534,Fair,0
1000.0,15.67,708,96839,0.0,4,RENT,debt_consolidation,36 months,D,Fully Paid,,34.99,,,,36.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0103264180753622,0.00433585642148308,Good,0
21575.0,10.76,779,104601,14.25,1,MORTGAGE,small_business,36 months,B,Fully Paid,,703.89,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.20625997839408802,0.08075142685060373,Very Good,0
15696.0,9.37,779,23116,19.6,2,OWN,small_business,36 months,B,Fully Paid,,501.84,,,,36.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.6790102093787853,0.26051566014881467,Very Good,0
12607.0,7.69,774,146789,33.41,4,OWN,credit_card,36 months,B,Charged Off,,393.26,,,,36.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.08588518213217612,0.03214900299068731,Very Good,1
15734.0,13.44,800,42286,24.67,1,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,,533.48,,,,36.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.3720853237478125,0.15139195005439152,Very Good,0
1000.0,7.84,735,39453,16.06,8,MORTGAGE,other,36 months,C,Fully Paid,,31.26,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.02534661495957215,0.009508022203634704,Good,0
13242.0,19.39,787,39364,19.17,7,MORTGAGE,major_purchase,36 months,A,Fully Paid,,488.01,,,,36.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.33639873996545067,0.14876841784371506,Very Good,0
17856.0,6.77,803,105451,0.0,4,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,,549.47,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.1693298309167291,0.06252799878616609,Exceptional,0
26823.0,13.09,730,49664,6.6,2,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,,904.94,,,,36.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.5400894007731959,0.2186549613402062,Good,0
10853.0,18.27,781,37628,20.21,2,RENT,debt_consolidation,36 months,B,Fully Paid,,393.83,,,,36.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.28842882959498245,0.12559689592856382,Very Good,0
8532.0,14.4,657,44499,16.29,1,OWN,debt_consolidation,60 months,E,Fully Paid,,200.3,,,,60.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.19173464572237578,0.054014696959482245,Fair,0
10985.0,12.7,746,20000,17.31,2,RENT,debt_consolidation,36 months,B,Fully Paid,,368.54,,,,36.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.54925,0.22112400000000001,Very Good,0
22323.0,8.13,739,33205,15.27,4,RENT,credit_card,36 months,C,Charged Off,,700.86,,,,36.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0.672278271344677,0.2532847462731516,Good,1
17630.0,6.47,639,25141,14.96,2,MORTGAGE,debt_consolidation,36 months,F,Fully Paid,,540.1,,,,36.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.7012449783222624,0.25779404160534586,Fair,0
10761.0,15.08,777,49591,15.82,9,RENT,debt_consolidation,36 months,A,Fully Paid,,373.46,,,,36.0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,0.21699501925752657,0.09036962352039683,Very Good,0
19106.0,18.02,802,95314,6.55,10,RENT,debt_consolidation,36 months,A,Fully Paid,,690.92,,,,36.0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,0.20045323876870136,0.0869865916864259,Exceptional,0
15776.0,10.24,762,88230,13.17,7,RENT,debt_consolidation,36 months,A,Charged Off,,510.83,,,,36.0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,0.1788053949903661,0.06947704862291737,Very Good,1
22749.0,7.44,768,144310,5.05,8,RENT,home_improvement,36 months,B,Fully Paid,,707.01,,,,36.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0.15763980320144133,0.058790936179058964,Very Good,0
9383.0,5.0,720,123473,10.04,3,RENT,credit_card,36 months,D,Fully Paid,,281.22,,,,36.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.07599232220809407,0.02733099544029869,Good,0
12378.0,8.08,749,41356,24.57,7,MORTGAGE,debt_consolidation,36 months,C,Charged Off,,388.34,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.29930360769900377,0.11268207757036464,Very Good,1
11863.0,11.55,733,60678,13.55,1,MORTGAGE,debt_consolidation,60 months,B,Charged Off,,261.2,,,,60.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.1955074326774119,0.051656283990902795,Good,1
3291.0,18.4,702,58525,19.77,10,MORTGAGE,home_improvement,60 months,C,Fully Paid,,84.29,,,,60.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.05623237932507476,0.017282870568133275,Good,0
17368.0,14.69,735,20000,15.92,7,RENT,other,36 months,C,Charged Off,,599.43,,,,36.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0.8684,0.359658,Good,1
17088.0,13.22,757,25537,11.92,3,RENT,credit_card,36 months,B,Fully Paid,,577.57,,,,36.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,0.6691467282766183,0.271403845400791,Very Good,0
15040.0,10.4,745,53257,6.93,8,MORTGAGE,debt_consolidation,60 months,B,Charged Off,,322.52,,,,60.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.2824041909983664,0.07267101038361154,Very Good,1
13123.0,9.67,726,53049,11.8,0,RENT,credit_card,36 months,B,Fully Paid,,421.41,,,,36.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,0.24737506833305056,0.09532545382570831,Good,0
3677.0,17.62,722,85701,16.47,4,RENT,debt_consolidation,36 months,C,Fully Paid,,132.23,,,,36.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.04290498360579223,0.01851506983582455,Good,0
11634.0,12.8,767,82830,19.64,9,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,,390.88,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.14045635639261136,0.05662875769648677,Very Good,0
12258.0,5.0,765,20000,15.98,3,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,,231.32,,,,60.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.6129,0.138792,Very Good,0
8581.0,9.31,745,86078,20.2,7,RENT,debt_consolidation,36 months,B,Fully Paid,,274.11,,,,36.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.09968865447617277,0.03821324844908107,Very Good,0
13709.0,8.57,749,67847,2.84,4,MORTGAGE,other,60 months,B,Fully Paid,,281.72,,,,60.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.20205757071056937,0.04982740578065353,Very Good,0
18232.0,9.81,763,92629,21.93,4,RENT,major_purchase,36 months,B,Fully Paid,,586.67,,,,36.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,0.19682820714894902,0.07600254779820574,Very Good,0
30089.0,14.25,753,126349,5.97,7,RENT,debt_consolidation,60 months,B,Fully Paid,,704.02,,,,60.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.23814197183990377,0.06686432025579941,Very Good,0
16396.0,11.57,626,54175,22.87,9,RENT,other,36 months,G,Fully Paid,,541.22,,,,36.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0.30264882325796033,0.11988260267651131,Fair,0
17060.0,11.69,781,143187,19.02,2,RENT,debt_consolidation,60 months,B,Fully Paid,,376.82,,,,60.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.11914489443874095,0.03157996186804668,Very Good,0
14404.0,17.25,749,32125,0.04,3,MORTGAGE,credit_card,36 months,C,Fully Paid,,515.34,,,,36.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.44837354085603115,0.1925005447470817,Very Good,0
1000.0,9.21,628,30883,20.9,5,MORTGAGE,credit_card,36 months,F,Fully Paid,,31.9,,,,36.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.03238027393711751,0.01239516886312858,Fair,0
14787.0,19.46,806,80832,22.96,6,MORTGAGE,credit_card,36 months,A,Fully Paid,,545.48,,,,36.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.18293497624703087,0.08097980997624703,Exceptional,0
15481.0,9.31,747,46252,25.06,5,OWN,debt_consolidation,36 months,C,Charged Off,,494.53,,,,36.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.33470985038484824,0.1283049381648361,Very Good,1
33598.050000000025,12.36,709,71907,8.85,8,RENT,other,36 months,E,Fully Paid,,1093.6350000000002,,,,36.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0.4826372953954413,0.19336309399641202,Good,0
13461.0,10.88,809,200000,16.44,8,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,,439.93,,,,36.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.067305,0.0263958,Exceptional,0
17412.0,12.49,704,78861,20.56,4,MORTGAGE,credit_card,36 months,E,Fully Paid,,582.41,,,,36.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.220793548141667,0.0886232738616046,Good,0
14722.0,13.78,730,69460,20.89,0,MORTGAGE,home_improvement,60 months,C,Fully Paid,,340.88,,,,60.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.21194932335156924,0.05889087244457242,Good,0
5650.0,13.74,664,32582,18.28,2,MORTGAGE,small_business,36 months,E,Charged Off,,192.39,,,,36.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.17340863053219568,0.07085752869682646,Fair,1
